距	㇑㇕㇐㇑㇐㇑㇀㇐㇕㇐㇗
榈	㇐㇑㇓㇔㇔㇑㇆㇑㇕㇐㇑㇕㇐
胁	㇓㇆㇐㇐㇆㇓㇔㇔
跋	㇑㇕㇐㇑㇐㇑㇀㇐㇓㇇㇏㇔
扈	㇔㇕㇐㇓㇑㇕㇐㇕㇑㇐㇟
槟	㇐㇑㇓㇔㇔㇔㇇㇓㇑㇐㇑㇐㇓㇔
盹	㇑㇕㇐㇐㇐㇐㇗㇑㇟
蒋	㇐㇑㇑㇔㇀㇑㇓㇇㇔㇐㇚㇔
吾	㇐㇑㇕㇐㇑㇕㇐
碟	㇐㇓㇑㇕㇐㇐㇑㇑㇐㇗㇐㇑㇓㇏
垸	㇐㇑㇀㇔㇔㇇㇐㇐㇓㇟
蹑	㇑㇕㇐㇑㇐㇑㇀㇐㇑㇑㇐㇐㇐㇇㇔㇇㇏
孵	㇓㇙㇔㇓㇆㇑㇔㇓㇔㇔㇓㇇㇚㇐
蔡	㇐㇑㇑㇓㇇㇔㇔㇇㇏㇐㇐㇚㇓㇔
蛇	㇑㇕㇐㇑㇐㇔㇔㇔㇇㇓㇟
卓	㇑㇐㇑㇕㇐㇐㇐㇑
楦	㇐㇑㇓㇔㇔㇔㇇㇐㇑㇕㇐㇐㇐
砰	㇐㇓㇑㇕㇐㇐㇔㇓㇐㇑
妮	㇛㇓㇐㇕㇐㇓㇓㇟
雇	㇔㇕㇐㇓㇓㇑㇔㇐㇐㇐㇑㇐
颂	㇓㇔㇜㇔㇐㇓㇑㇕㇓㇔
跺	㇑㇕㇐㇑㇐㇑㇀㇓㇅㇐㇑㇓㇏
荔	㇐㇑㇑㇆㇓㇆㇓㇆㇓
枝	㇐㇑㇓㇔㇐㇑㇇㇏
舖	㇓㇔㇐㇐㇑㇑㇕㇐㇐㇑㇆㇐㇐㇑㇔
眷	㇔㇓㇐㇐㇓㇏㇑㇕㇐㇐㇐
诗	㇔㇊㇐㇑㇐㇐㇚㇔
憩	㇓㇐㇑㇑㇕㇐㇓㇑㇕㇐㇐㇐㇔㇂㇔㇔
漪	㇔㇔㇀㇓㇁㇓㇐㇓㇔㇐㇑㇕㇐㇚
蝙	㇑㇕㇐㇑㇐㇔㇔㇕㇐㇓㇑㇆㇐㇑㇑
蝠	㇑㇕㇐㇑㇐㇔㇐㇑㇕㇐㇑㇕㇐㇑㇐
祺	㇔㇇㇑㇔㇐㇑㇑㇐㇐㇐㇓㇔
唾	㇑㇕㇐㇓㇐㇑㇐㇑㇑㇐㇐
渐	㇔㇔㇀㇐㇜㇑㇀㇓㇓㇐㇑
瘫	㇔㇐㇓㇔㇀㇇㇔㇓㇑㇔㇐㇐㇐㇑㇐
痪	㇔㇐㇓㇔㇀㇓㇇㇑㇕㇐㇓㇏
颁	㇓㇔㇆㇓㇐㇓㇑㇕㇓㇔
哩	㇑㇕㇐㇑㇕㇐㇐㇑㇐㇐
屹	㇑㇗㇑㇓㇐㇈
珏	㇐㇐㇑㇀㇐㇐㇑㇐㇔
鉄	㇓㇔㇐㇐㇑㇔㇓㇀㇓㇐㇐㇓㇏
蔑	㇐㇑㇑㇑㇕㇑㇑㇐㇐㇓㇔㇂㇓㇔
督	㇑㇐㇐㇑㇓㇔㇇㇏㇑㇕㇐㇐㇐
榭	㇐㇑㇓㇔㇓㇑㇆㇐㇐㇐㇓㇐㇚㇔
磡	㇐㇓㇑㇕㇐㇐㇑㇑㇐㇐㇐㇓㇔㇗㇆㇓
壸	㇐㇑㇐㇔㇇㇐㇑㇑㇔㇓㇐
焦	㇓㇑㇔㇐㇐㇐㇑㇐㇔㇔㇔㇔
踫	㇑㇕㇐㇑㇐㇑㇀㇔㇓㇐㇑㇑㇔㇓㇐
扮	㇐㇚㇀㇓㇏㇆㇓
洽	㇔㇔㇀㇓㇏㇐㇑㇕㇐
馥	㇓㇐㇑㇓㇔㇑㇕㇐㇐㇓㇐㇑㇕㇐㇐㇓㇇㇏
溼	㇔㇔㇀㇐㇜㇜㇔㇜㇜㇔㇐㇑㇐
颠	㇐㇑㇑㇕㇐㇐㇐㇐㇓㇔㇐㇓㇑㇕㇓㇔
蓄	㇐㇑㇑㇔㇐㇜㇜㇔㇑㇕㇐㇑㇐
媛	㇛㇓㇐㇓㇔㇔㇓㇐㇐㇓㇇㇏
孖	㇇㇚㇀㇇㇚㇐
巳	㇕㇐㇟
蚝	㇑㇕㇐㇑㇐㇔㇓㇐㇐㇟
涑	㇔㇔㇀㇐㇑㇕㇐㇑㇓㇏
寰	㇔㇔㇇㇑㇕㇑㇑㇐㇐㇑㇕㇐㇓㇙㇓㇏
牀	㇗㇑㇐㇓㇐㇑㇓㇏
閒	㇕㇐㇐㇑㇑㇆㇐㇐㇓㇆㇐㇐
缆	㇜㇜㇀㇑㇑㇓㇐㇔㇑㇕㇓㇟
戍	㇐㇓㇔㇂㇓㇔
蒂	㇐㇑㇑㇔㇐㇔㇓㇔㇇㇑㇆㇑
俨	㇓㇑㇐㇑㇑㇔㇓㇐㇓
窜	㇔㇔㇇㇓㇔㇑㇕㇐㇑㇕㇐㇑
晌	㇑㇕㇐㇐㇓㇑㇆㇑㇕㇐
宙	㇔㇔㇇㇑㇕㇐㇑㇐
珀	㇐㇐㇑㇀㇓㇑㇕㇐㇐
腑	㇓㇆㇐㇐㇔㇐㇓㇓㇑㇐㇚㇔
谌	㇔㇊㇐㇑㇑㇐㇐㇐㇓㇔㇗
贱	㇑㇕㇓㇔㇐㇐㇂㇓㇔
涯	㇔㇔㇀㇐㇓㇐㇑㇐㇐㇑㇐
摧	㇐㇚㇀㇑㇗㇑㇓㇑㇔㇐㇐㇐㇑㇐
颈	㇇㇔㇐㇑㇀㇐㇓㇑㇕㇓㇔
爪	㇓㇓㇑㇏
夺	㇐㇓㇏㇐㇚㇔
砧	㇐㇓㇑㇕㇐㇑㇐㇑㇕㇐
琶	㇐㇐㇑㇐㇐㇐㇑㇐㇕㇑㇐㇟
邨	㇐㇗㇑㇙㇡㇑
芊	㇐㇑㇑㇓㇐㇑
俞	㇓㇏㇐㇑㇆㇐㇐㇑㇚
伪	㇓㇑㇔㇓㇆㇔
禺	㇑㇕㇐㇐㇑㇆㇑㇀㇔
撩	㇐㇚㇀㇐㇓㇏㇔㇓㇑㇕㇐㇐㇚㇓㇔
撼	㇐㇚㇀㇐㇓㇐㇑㇕㇐㇂㇓㇔㇔㇂㇔㇔
羞	㇔㇓㇐㇐㇐㇓㇕㇑㇐㇐
凃	㇔㇀㇓㇏㇐㇐㇚㇓㇔
钠	㇓㇐㇐㇐㇙㇑㇆㇓㇔
菸	㇐㇑㇑㇔㇐㇆㇓㇓㇏㇔㇔
徘	㇓㇓㇑㇑㇐㇐㇐㇑㇐㇐㇐
徊	㇓㇓㇑㇑㇕㇑㇕㇐㇐
妨	㇛㇓㇐㇔㇐㇆㇓
猎	㇓㇁㇓㇐㇑㇑㇐㇑㇕㇐㇐
潜	㇔㇔㇀㇐㇐㇓㇔㇐㇐㇓㇏㇑㇕㇐㇐
潭	㇔㇔㇀㇐㇑㇕㇑㇑㇐㇑㇕㇐㇐㇐㇑
篱	㇓㇐㇔㇓㇐㇔㇔㇐㇓㇔㇗㇑㇑㇆㇜㇔
昆	㇑㇕㇐㇐㇐㇙㇓㇟
暨	㇕㇐㇐㇙㇔㇐㇜㇓㇟㇑㇕㇐㇐㇐
辄	㇐㇜㇑㇀㇐㇑㇑㇐㇐㇀㇟
琦	㇐㇐㇑㇀㇐㇓㇔㇐㇑㇕㇐㇚
芷	㇐㇑㇑㇑㇐㇑㇐
凿	㇑㇑㇔㇓㇐㇔㇓㇐㇐㇑㇗㇑
咎	㇓㇇㇏㇑㇔㇑㇕㇐
廿	㇐㇑㇑㇐
锺	㇓㇐㇐㇐㇙㇓㇐㇑㇕㇐㇐㇐㇑㇐
敝	㇔㇓㇑㇆㇑㇓㇔㇓㇐㇓㇏
皕	㇐㇓㇑㇕㇐㇐㇐㇓㇑㇕㇐㇐
盈	㇡㇓㇇㇔㇑㇕㇑㇑㇐
罕	㇔㇇㇓㇔㇐㇐㇑
甘	㇐㇑㇑㇐㇐
瘙	㇔㇐㇓㇔㇀㇇㇏㇔㇑㇕㇐㇑㇐㇔
屡	㇕㇐㇓㇔㇓㇐㇑㇓㇏㇛㇓㇐
湛	㇔㇔㇀㇐㇑㇑㇐㇐㇐㇓㇔㇗
跷	㇑㇕㇐㇑㇐㇑㇀㇐㇂㇓㇐㇓㇟
舸	㇓㇓㇆㇔㇐㇔㇐㇑㇕㇐㇚
迄	㇓㇐㇈㇔㇋㇏
裴	㇑㇐㇐㇐㇑㇐㇐㇐㇔㇐㇓㇙㇓㇏
焰	㇔㇓㇓㇔㇓㇇㇓㇑㇐㇕㇐㇐
遐	㇕㇐㇑㇐㇐㇕㇐㇇㇔㇔㇋㇏
豚	㇓㇆㇐㇐㇐㇓㇁㇓㇓㇓㇏
岀	㇑㇗㇑㇑㇗㇑
鉴	㇑㇑㇓㇐㇔㇓㇏㇐㇐㇑㇔㇓㇐
鹦	㇑㇕㇓㇔㇑㇕㇓㇔㇛㇓㇐㇓㇆㇔㇉㇐
鹉	㇐㇐㇑㇐㇑㇀㇂㇔㇓㇆㇔㇉㇐
昱	㇑㇕㇐㇐㇔㇐㇔㇓㇐
桦	㇐㇑㇓㇔㇓㇑㇓㇟㇐㇑
瑚	㇐㇐㇑㇀㇐㇑㇑㇕㇐㇓㇆㇐㇐
恳	㇕㇐㇐㇙㇓㇏㇔㇂㇔㇔
献	㇐㇑㇑㇆㇔㇓㇐㇐㇑㇐㇓㇏㇔
兽	㇔㇓㇑㇕㇐㇑㇐㇐㇑㇕㇐
鸵	㇓㇆㇔㇉㇀㇔㇔㇇㇓㇟
仆	㇓㇑㇑㇔
倚	㇓㇑㇐㇓㇔㇐㇑㇕㇐㇚
棠	㇑㇔㇓㇔㇇㇑㇕㇐㇐㇑㇓㇏
礁	㇐㇓㇑㇕㇐㇓㇑㇔㇐㇐㇐㇑㇐㇔㇔㇔㇔
螃	㇑㇕㇐㇑㇐㇔㇔㇐㇔㇓㇔㇇㇔㇐㇆㇓
贤	㇑㇑㇇㇏㇑㇕㇓㇔
菠	㇐㇑㇑㇔㇔㇀㇇㇓㇑㇇㇏
萝	㇐㇑㇑㇑㇕㇑㇑㇐㇓㇇㇔
撸	㇐㇚㇀㇓㇇㇑㇕㇐㇑㇐㇐㇑㇕㇐㇐
镂	㇓㇐㇐㇐㇙㇔㇓㇐㇑㇓㇏㇛㇓㇐
菩	㇐㇑㇑㇔㇐㇔㇓㇐㇑㇕㇐
哔	㇑㇕㇐㇐㇙㇓㇟㇐㇑
鹮	㇑㇕㇑㇑㇐㇐㇑㇕㇐㇓㇙㇓㇔㇓㇆㇔㇉㇐
胸	㇓㇆㇐㇐㇓㇆㇓㇔㇗㇑
妍	㇛㇓㇐㇐㇐㇓㇑
釆	㇓㇔㇓㇐㇑㇓㇏
绷	㇜㇜㇀㇓㇆㇐㇐㇓㇆㇐㇐
脂	㇓㇆㇐㇐㇓㇟㇑㇕㇐㇐
澎	㇔㇔㇀㇐㇑㇐㇑㇕㇐㇔㇓㇀㇓㇓㇓
寞	㇔㇔㇇㇐㇑㇑㇑㇕㇐㇐㇐㇓㇏
踪	㇑㇕㇐㇑㇐㇑㇀㇔㇔㇇㇐㇐㇚㇓㇔
晋	㇐㇑㇑㇔㇓㇐㇑㇕㇐㇐
攀	㇐㇑㇓㇔㇓㇔㇓㇔㇐㇑㇓㇔㇐㇓㇏㇓㇐㇐㇚
撇	㇐㇚㇀㇔㇓㇑㇆㇑㇓㇔㇓㇐㇓㇏
嫂	㇛㇓㇐㇓㇑㇐㇕㇐㇐㇑㇇㇏
捎	㇐㇚㇀㇑㇔㇓㇑㇆㇐㇐
婕	㇛㇓㇐㇐㇕㇐㇐㇑㇐㇓㇏
稻	㇓㇐㇑㇓㇔㇓㇔㇔㇓㇓㇑㇐㇕㇐㇐
谣	㇔㇊㇓㇔㇔㇓㇓㇐㇐㇑㇗㇑
瞌	㇑㇕㇐㇐㇐㇐㇑㇐㇜㇔㇑㇕㇑㇑㇐
尉	㇕㇐㇓㇐㇐㇚㇓㇔㇐㇚㇔
铲	㇓㇐㇐㇐㇙㇔㇐㇔㇓㇐㇓
扒	㇐㇚㇀㇓㇏
辟	㇕㇐㇓㇑㇕㇐㇔㇐㇔㇓㇐㇐㇑
瞒	㇑㇕㇐㇐㇐㇐㇑㇑㇐㇑㇆㇓㇔㇓㇔
齿	㇑㇐㇑㇐㇓㇔㇗㇑
邀	㇓㇑㇕㇐㇐㇔㇐㇆㇓㇓㇐㇓㇔㇔㇋㇏
茫	㇐㇑㇑㇔㇔㇀㇔㇐㇗
雄	㇐㇓㇜㇔㇓㇑㇔㇐㇐㇐㇑㇐
葛	㇐㇑㇑㇑㇕㇐㇐㇓㇆㇓㇔㇗
迥	㇑㇆㇑㇕㇐㇔㇋㇏
逮	㇕㇐㇐㇚㇔㇀㇓㇔㇔㇋㇏
秃	㇓㇐㇑㇓㇏㇓㇈
秉	㇓㇐㇕㇐㇐㇑㇓㇏
豉	㇐㇑㇕㇐㇔㇓㇀㇐㇑㇇㇏
麸	㇐㇐㇑㇐㇓㇇㇔㇐㇐㇓㇏
烩	㇔㇓㇓㇔㇓㇏㇐㇐㇜㇔
荨	㇐㇑㇑㇕㇐㇐㇐㇚㇔
町	㇑㇕㇐㇑㇐㇐㇚
枢	㇐㇑㇓㇔㇐㇓㇔㇗
饶	㇓㇇㇙㇐㇂㇓㇐㇓㇟
赘	㇐㇐㇑㇐㇆㇓㇓㇐㇓㇏㇑㇕㇓㇔
鲑	㇓㇇㇑㇕㇐㇑㇐㇀㇐㇑㇐㇐㇑㇐
鲔	㇓㇇㇑㇕㇐㇑㇐㇀㇐㇓㇑㇆㇐㇐
岚	㇑㇗㇑㇓㇈㇓㇔
暧	㇑㇕㇐㇐㇓㇔㇔㇓㇔㇇㇐㇓㇇㇏
亡	㇔㇐㇗
馀	㇓㇇㇙㇓㇏㇐㇐㇚㇓㇔
叙	㇓㇔㇐㇐㇚㇓㇔㇇㇏
署	㇑㇕㇑㇑㇐㇐㇑㇐㇓㇑㇕㇐㇐
阜	㇓㇑㇕㇐㇕㇐㇐㇑
淬	㇔㇔㇀㇔㇐㇓㇔㇓㇔㇐㇑
巫	㇐㇑㇓㇔㇓㇔㇐
酊	㇐㇑㇕㇓㇗㇐㇐㇐㇚
锗	㇓㇐㇐㇐㇙㇐㇑㇐㇓㇑㇕㇐㇐
嚯	㇑㇕㇐㇐㇔㇇㇑㇔㇔㇔㇔㇓㇑㇔㇐㇐㇐㇑㇐
哖	㇑㇕㇐㇓㇐㇐㇑㇐㇑
裁	㇐㇑㇐㇔㇐㇓㇙㇓㇔㇂㇓㇔
鈡	㇓㇔㇐㇐㇑㇔㇓㇀㇑㇕㇐㇑
诟	㇔㇊㇓㇓㇐㇑㇕㇐
扁	㇔㇕㇐㇓㇑㇆㇐㇑㇑
喫	㇑㇕㇐㇐㇐㇐㇑㇆㇓㇐㇓㇏
鐡	㇓㇔㇐㇐㇑㇔㇓㇀㇐㇑㇐㇑㇕㇐㇔㇓㇀㇂㇓㇔
龛	㇓㇏㇐㇑㇕㇐㇐㇓㇟㇓㇔
艋	㇓㇓㇆㇔㇐㇔㇇㇚㇐㇑㇕㇑㇑㇐
钾	㇓㇐㇐㇐㇙㇑㇕㇐㇐㇑
硫	㇐㇓㇑㇕㇐㇔㇐㇜㇔㇓㇑㇟
磺	㇐㇓㇑㇕㇐㇐㇑㇑㇐㇑㇕㇐㇑㇐㇓㇔
仨	㇓㇑㇐㇐㇐
弛	㇕㇐㇉㇆㇑㇟
锣	㇓㇐㇐㇐㇙㇑㇕㇑㇑㇐㇓㇇㇔
稠	㇓㇐㇑㇓㇔㇓㇆㇐㇑㇐㇑㇕㇐
骆	㇕㇉㇀㇓㇇㇏㇑㇕㇐
崇	㇑㇗㇑㇔㇔㇇㇐㇐㇚㇓㇔
陔	㇡㇑㇔㇐㇜㇓㇓㇔
荃	㇐㇑㇑㇓㇏㇐㇐㇑㇐
匀	㇓㇆㇔㇀
伐	㇓㇑㇐㇂㇓㇔
煲	㇓㇑㇑㇕㇐㇐㇑㇓㇔㇔㇓㇓㇏
佢	㇓㇑㇐㇕㇐㇗
腩	㇓㇆㇐㇐㇐㇑㇑㇆㇔㇓㇐㇐㇑
妞	㇛㇓㇐㇕㇑㇐㇐
骇	㇕㇉㇀㇔㇐㇜㇓㇓㇔
绅	㇜㇜㇀㇑㇕㇐㇐㇑
妣	㇛㇓㇐㇐㇙㇓㇟
璀	㇐㇐㇑㇀㇑㇗㇑㇓㇑㇔㇐㇐㇐㇑㇐
璨	㇐㇐㇑㇀㇑㇐㇓㇇㇔㇇㇔㇔㇓㇐㇑㇓㇏
缭	㇜㇜㇀㇐㇓㇏㇔㇓㇑㇕㇐㇐㇚㇓㇔
兜	㇓㇑㇕㇐㇐㇓㇙㇕㇐㇓㇟
饥	㇓㇇㇙㇓㇈
辘	㇐㇜㇑㇀㇔㇐㇓㇕㇑㇑㇐㇐㇙㇓㇟
睇	㇑㇕㇐㇐㇐㇔㇓㇕㇐㇉㇑㇓
咁	㇑㇕㇐㇐㇑㇑㇐㇐
唔	㇑㇕㇐㇐㇑㇕㇐㇑㇕㇐
笃	㇓㇐㇔㇓㇐㇔㇕㇉㇐
碪	㇐㇓㇑㇕㇐㇐㇑㇑㇐㇐㇐㇓㇔㇗
抚	㇐㇚㇀㇐㇐㇓㇟
浏	㇔㇔㇀㇔㇐㇓㇔㇑㇚
坟	㇐㇑㇀㇔㇐㇓㇏
毙	㇐㇙㇓㇟㇐㇓㇇㇔㇓㇟
婊	㇛㇓㇐㇐㇐㇑㇐㇓㇙㇓㇏
掦	㇐㇚㇀㇑㇕㇐㇐㇓㇆㇓㇓
葵	㇐㇑㇑㇇㇔㇓㇓㇏㇐㇐㇓㇔
伯	㇓㇑㇓㇑㇕㇐㇐
涌	㇔㇔㇀㇇㇔㇑㇆㇐㇐㇑
堕	㇡㇑㇐㇓㇑㇆㇐㇐㇐㇑㇐
冇	㇐㇓㇑㇆
攞	㇐㇚㇀㇑㇕㇑㇑㇐㇜㇜㇔㇔㇔㇔㇓㇑㇔㇐㇐㇐㇑㇐
弼	㇕㇐㇉㇐㇓㇑㇕㇐㇐㇕㇐㇉
佐	㇓㇑㇐㇓㇐㇑㇐
痂	㇔㇐㇓㇔㇀㇆㇓㇑㇕㇐
徜	㇓㇓㇑㇑㇔㇓㇑㇆㇑㇕㇐
徉	㇓㇓㇑㇔㇓㇐㇐㇐㇑
孛	㇐㇑㇔㇇㇇㇚㇐
锷	㇓㇐㇐㇐㇙㇑㇕㇐㇑㇕㇐㇐㇐㇉
儒	㇓㇑㇐㇔㇇㇑㇔㇔㇔㇔㇐㇓㇑㇆㇑㇑
杵	㇐㇑㇓㇔㇓㇐㇐㇑
婪	㇐㇑㇓㇔㇐㇑㇓㇏㇛㇓㇐
揭	㇐㇚㇀㇑㇕㇐㇐㇓㇆㇓㇔㇗
珞	㇐㇐㇑㇀㇓㇇㇏㇑㇕㇐
昙	㇑㇕㇐㇐㇐㇐㇜㇔
肛	㇓㇆㇐㇐㇐㇑㇐
璞	㇐㇐㇑㇀㇑㇑㇔㇓㇐㇔㇓㇐㇐㇐㇓㇏
旖	㇔㇐㇆㇓㇓㇐㇐㇓㇔㇐㇑㇕㇐㇚
唬	㇑㇕㇐㇑㇐㇇㇓㇐㇟㇓㇈
粼	㇔㇓㇐㇑㇓㇔㇓㇇㇔㇐㇜㇑㇛㇛
乙	㇈
奴	㇛㇓㇐㇇㇏
剁	㇓㇅㇐㇑㇓㇔㇑㇚
朦	㇓㇆㇐㇐㇐㇑㇑㇔㇇㇐㇐㇓㇁㇓㇓㇓㇏
胧	㇓㇆㇐㇐㇐㇓㇟㇓㇔
拟	㇐㇚㇀㇙㇔㇓㇔
惧	㇔㇔㇑㇑㇕㇐㇐㇐㇐㇓㇔
沥	㇔㇔㇀㇐㇓㇆㇓
対	㇔㇐㇓㇔㇐㇚㇔
筱	㇓㇐㇔㇓㇐㇔㇓㇑㇑㇓㇐㇓㇏
莜	㇐㇑㇑㇓㇑㇑㇓㇐㇓㇏
彰	㇔㇐㇔㇓㇐㇑㇕㇐㇐㇐㇑㇓㇓㇓
萎	㇐㇑㇑㇓㇐㇑㇓㇏㇛㇓㇐
庶	㇔㇐㇓㇐㇑㇑㇐㇔㇔㇔㇔
雏	㇓㇇㇕㇐㇐㇓㇑㇔㇐㇐㇐㇑㇐
雹	㇐㇔㇇㇑㇔㇔㇔㇔㇓㇆㇕㇐㇟
撰	㇐㇚㇀㇕㇐㇟㇕㇐㇟㇐㇑㇑㇐㇓㇔
趋	㇐㇑㇐㇑㇐㇓㇏㇓㇇㇕㇐㇐
鄞	㇐㇑㇑㇐㇑㇕㇐㇐㇐㇑㇀㇡㇑
兹	㇔㇓㇐㇜㇜㇔㇜㇜㇔
邂	㇓㇇㇓㇆㇐㇐㇑㇆㇓㇓㇐㇐㇑㇔㇋㇏
逅	㇓㇓㇐㇑㇕㇐㇔㇋㇏
浄	㇔㇔㇀㇓㇇㇕㇐㇐㇚
曙	㇑㇕㇐㇐㇑㇕㇑㇑㇐㇐㇑㇐㇓㇑㇕㇐㇐
仃	㇓㇑㇐㇚
埸	㇐㇑㇀㇑㇕㇐㇐㇓㇆㇓㇓
嗒	㇑㇕㇐㇐㇑㇑㇓㇏㇐㇑㇕㇐
栎	㇐㇑㇓㇔㇓㇗㇚㇓㇔
曳	㇑㇕㇐㇐㇂㇓
撬	㇐㇚㇀㇓㇐㇐㇟㇓㇐㇐㇙㇓㇐㇐㇟
卦	㇐㇑㇐㇐㇑㇀㇑㇔
窦	㇔㇔㇇㇓㇔㇐㇑㇇㇔㇔㇐㇓㇔
囡	㇑㇕㇛㇓㇐㇐
纺	㇜㇜㇀㇔㇐㇆㇓
鸦	㇐㇜㇚㇓㇓㇆㇔㇉㇐
琼	㇐㇐㇑㇀㇔㇐㇑㇕㇐㇚㇓㇔
巿	㇐㇑㇆㇑
怂	㇓㇔㇓㇏㇔㇂㇔㇔
滂	㇔㇔㇀㇔㇐㇔㇓㇔㇇㇔㇐㇆㇓
涩	㇔㇔㇀㇆㇓㇔㇑㇐㇑㇐
娣	㇛㇓㇐㇔㇓㇕㇐㇉㇑㇓
嘘	㇑㇕㇐㇑㇐㇇㇓㇐㇟㇑㇑㇔㇓㇐
褒	㇔㇐㇓㇑㇑㇕㇐㇐㇑㇓㇔㇓㇙㇓㇏
狼	㇓㇁㇓㇔㇕㇐㇐㇙㇓㇏
苗	㇐㇑㇑㇑㇕㇐㇑㇐
朕	㇓㇆㇐㇐㇔㇓㇐㇐㇓㇏
揾	㇐㇚㇀㇑㇕㇐㇐㇑㇕㇑㇑㇐
蕃	㇐㇑㇑㇓㇔㇓㇐㇑㇓㇏㇑㇕㇐㇑㇐
溥	㇔㇔㇀㇐㇑㇕㇐㇐㇑㇔㇐㇚㇔
氓	㇔㇐㇗㇕㇐㇙㇐㇂
岷	㇑㇗㇑㇕㇐㇙㇐㇂
瘀	㇔㇐㇓㇔㇀㇔㇐㇆㇓㇓㇏㇔㇔
栗	㇐㇑㇕㇑㇑㇐㇐㇑㇓㇏
召	㇆㇓㇑㇕㇐
溏	㇔㇔㇀㇔㇐㇓㇕㇐㇐㇑㇑㇕㇐
靡	㇔㇐㇓㇐㇑㇓㇔㇐㇑㇓㇏㇑㇐㇐㇐㇑㇐㇐㇐
簿	㇓㇐㇔㇓㇐㇔㇔㇔㇀㇐㇑㇕㇐㇐㇑㇔㇐㇚㇔
澜	㇔㇔㇀㇔㇑㇆㇐㇑㇕㇔㇓㇐㇑㇓㇔
铮	㇓㇐㇐㇐㇙㇓㇇㇕㇐㇐㇚
潦	㇔㇔㇀㇐㇓㇏㇔㇓㇑㇕㇐㇐㇚㇓㇔
纬	㇜㇜㇀㇐㇐㇆㇑
讽	㇔㇊㇓㇈㇓㇔
甭	㇐㇓㇑㇔㇓㇆㇐㇐㇑
蹋	㇑㇕㇐㇑㇐㇑㇀㇑㇕㇐㇐㇆㇔㇀㇆㇔㇀
肌	㇓㇆㇐㇐㇓㇈
鹊	㇐㇑㇑㇐㇑㇕㇐㇐㇓㇆㇔㇉㇐
瀚	㇔㇔㇀㇐㇑㇑㇕㇐㇐㇐㇑㇓㇏㇆㇔㇀㇆㇔㇀
焖	㇔㇓㇓㇔㇔㇑㇆㇔㇂㇔㇔
瞧	㇑㇕㇐㇐㇐㇓㇑㇔㇐㇐㇐㇑㇐㇔㇔㇔㇔
嵩	㇑㇗㇑㇔㇐㇑㇕㇐㇑㇆㇑㇕㇐
镰	㇓㇐㇐㇐㇙㇔㇐㇓㇔㇓㇐㇕㇐㇐㇑㇑㇓㇏
挫	㇐㇚㇀㇓㇔㇓㇔㇐㇑㇐
嗜	㇑㇕㇐㇐㇑㇐㇓㇓㇟㇑㇕㇐㇐
趵	㇑㇕㇐㇑㇐㇑㇀㇓㇆㇔
淼	㇚㇇㇓㇏㇚㇇㇓㇔㇚㇇㇓㇏
躇	㇑㇕㇐㇑㇐㇑㇀㇐㇑㇑㇐㇑㇐㇓㇑㇕㇐㇐
舜	㇓㇔㇔㇓㇔㇇㇓㇇㇔㇐㇜㇑
悖	㇔㇔㇑㇐㇑㇔㇇㇇㇚㇐
啪	㇑㇕㇐㇐㇚㇀㇓㇑㇕㇐㇐
苞	㇐㇑㇑㇓㇆㇕㇐㇟
臆	㇓㇆㇐㇐㇔㇐㇔㇓㇐㇑㇕㇐㇐㇔㇂㇔㇔
瀛	㇔㇔㇀㇔㇐㇗㇑㇕㇐㇓㇆㇐㇐㇛㇓㇐㇓㇈㇔
巩	㇐㇑㇀㇓㇈㇔
葡	㇐㇑㇑㇓㇆㇐㇑㇆㇐㇐㇑㇔
擀	㇐㇚㇀㇐㇑㇑㇕㇐㇐㇐㇑㇓㇏㇐㇐㇑
潋	㇔㇔㇀㇓㇔㇐㇔㇔㇓㇀㇓㇐㇓㇏
滟	㇔㇔㇀㇐㇐㇐㇑㇓㇇㇕㇑㇐㇟
蹩	㇔㇓㇑㇆㇑㇓㇔㇓㇐㇓㇏㇑㇕㇐㇑㇐㇓㇏
浸	㇔㇔㇀㇕㇐㇐㇔㇇㇇㇏
焼	㇔㇓㇓㇔㇐㇑㇐㇑㇑㇐㇓㇟
禄	㇔㇇㇑㇔㇕㇐㇐㇚㇔㇀㇓㇏
霍	㇐㇔㇇㇑㇔㇔㇔㇔㇓㇑㇔㇐㇐㇐㇑㇐
飒	㇔㇐㇔㇓㇀㇓㇈㇓㇔
腺	㇓㇆㇐㇐㇓㇑㇕㇐㇐㇚㇇㇓㇏
犬	㇐㇓㇏㇔
吠	㇑㇕㇐㇐㇓㇏㇔
拓	㇐㇚㇀㇐㇓㇑㇕㇐
祈	㇔㇇㇑㇔㇓㇓㇐㇑
祷	㇔㇇㇑㇔㇐㇐㇐㇓㇐㇚㇔
稞	㇓㇐㇑㇓㇔㇑㇕㇐㇐㇐㇑㇓㇏
牦	㇓㇐㇑㇀㇓㇐㇐㇟
嘠	㇑㇕㇐㇐㇓㇑㇕㇐㇐㇔㇇㇐㇂㇓㇔
碱	㇐㇓㇑㇕㇐㇐㇓㇐㇑㇕㇐㇂㇓㇔
昭	㇑㇕㇐㇐㇆㇓㇑㇕㇐
廓	㇔㇐㇓㇔㇐㇑㇕㇐㇇㇚㇀㇡㇑
蹓	㇑㇕㇐㇑㇐㇑㇀㇓㇙㇔㇆㇓㇑㇕㇐㇑㇐
